quesId	Q_Id	prompt.Domain	prompt.Elicitation Method	prompt.Target	prompt.content.English-Latin.text.000000.startindex	prompt.content.English-Latin.text.000000.endindex	prompt.content.English-Latin.text.000000.textspan.Latin	prompt.content.Hindi-Devanagari.text.000000.startindex	prompt.content.Hindi-Devanagari.text.000000.endindex	prompt.content.Hindi-Devanagari.text.000000.textspan.Devanagari
	ST_72	Science-Technology	[Narration]				what are the sources of drinking water?			पीने के पानी के स्रोत क्या हैं?
	ST_73	Science-Technology	[Narration]				why should we boil water before drinking?			हमें पीने से पहले पानी क्यों उबालना चाहिए?
	ST_74	Science-Technology	[Narration]				how do we generate electricity from solar energy?			हम सौर ऊर्जा से बिजली कैसे उत्पन्न करते हैं?
	ST_75	Science-Technology	[Narration]				what are the kinds of problem that you face with your mobile and how do you fix it?			आपको अपने मोबाइल में किस प्रकार की समस्या का सामना करना पड़ता है और आप इसे कैसे ठीक करते हैं?
	ST_76	Science-Technology	[Narration]				how do you access the different shopping apps?			आप विभिन्न शॉपिंग ऐप्स को कैसे एक्सेस करते हैं?
	ST_77	Science-Technology	[Narration]				what all do you do with your mobile phone?			आप अपने मोबाइल फोन के साथ क्या करते हैं?
	ST_78	Science-Technology	[Narration]				why does electricity cuts off when their is heavy rainfall?			भारी बारिश होने पर बिजली क्यों कट जाती है?
	ST_79	Science-Technology	[Narration]				what are the different accessorise that you get with television?			टेलीविज़न के साथ आपको कौन-कौन से विभिन्न एक्सेसरीज़ मिलते हैं?
	ST_80	Science-Technology	[Narration]				how do you recharge your set-top box for your television?			आप अपने टेलीविज़न के सेट-टॉप बॉक्स को कैसे रिचार्ज करते हैं?
	ST_81	Science-Technology	[Narration]				how do you use your phone camera and under what condition do you use it?			आप अपने फ़ोन के कैमरे का प्रयोग कैसे करते हैं और आप इसका प्रयोग किस स्थिति में करते हैं?
	ST_82	Science-Technology	[Narration]				how did you stay connected with people before mobile phones?			आप मोबाइल फोन से पहले लोगों से कैसे जुड़े रहे थे?
	ST_83	Science-Technology	[Narration]				how many hours of battery charge does an inverter helps in generating electricity?			एक इन्वर्टर कितने घंटे की बैटरी चार्ज करने से बिजली पैदा करने में मदद करता है?
	ST_84	Science-Technology	[Narration]				what are the traditional methods of grinding food?			भोजन पीसने के पारंपरिक तरीके क्या हैं?
	ST_85	Science-Technology	[Narration]				how do you keep time?			आप समय कैसे रखते हैं?
	ST_86	Science-Technology	[Narration]				what are the usage of sunlight?			सूर्य के प्रकाश का क्या जरूरत है?
	ST_87	Science-Technology	[Narration]				how are rainbows formed?			इंद्रधनुष कैसे बनते हैं?
	ST_88	Science-Technology	[Narration]				why does earthquake occur?			भूकंप क्यों आता है?
	ST_89	Science-Technology	[Narration]				how does thunder and lightening occur?			बादलों में गरज और बिजली कैसे बनती है?
	ST_90	Science-Technology	[Narration]				how do you breathe? what are the different organs used in breathing?			आप कैसे सांस लेते हैं? सांस लेने में उपयोग किए जाने वाले विभिन्न अंग कौन से हैं?
	ST_91	Science-Technology	[Narration]				what are living and non-living things?			सजीव और निर्जीव चीजें क्या हैं?
	ST_92	Science-Technology	[Narration]				describe some of the living things around you.			अपने आस-पास कुछ जीवित वस्तुओं का बारे में बताएं।
	ST_93	Science-Technology	[Narration]				describe some of the non-living things around you.			अपने आस-पास की कुछ निर्जीव वस्तुओं का बारे में बताएं।
	ST_94	Science-Technology	[Narration]				how do our reflection form?			हमारा प्रतिबिंब कैसे बनता है?
	ST_95	Science-Technology	[Narration]				what are the different organs in our digestive system?			हमारे पाचन तंत्र के विभिन्न अंग कौन से हैं?
	ST_96	Science-Technology	[Narration]				how do we start a vehicle?			हम एक वाहन कैसे चालू करते हैं?
	ED-01	Education	[Narration]				How do your community view people who attend school and who does not?			आपका समुदाय उन लोगों को कैसे देखता है जो स्कूल जाते हैं और जो नहीं जाते?
	ED-02	Education	[Narration]				Can you tell us something about how formal education brought changes into your community?			क्या आप हमें इस बारे में कुछ बता सकते हैं कि औपचारिक शिक्षा ने आपके समुदाय में कैसे बदलाव लाए?
	ED-03	Education	[Narration]				Can you tell us about the changes you witnessed in the educational institutions in your area as you grew up?			क्या आप हमें उन बदलाबों के बारे में बता सकते हैं जो आपने बड़े होने पर शैक्षणिक संस्थानों में देखे थे?
	ED-04	Education	[Narration]				What are the state of schools and colleges when you were young and how are they now? 			जब आप छोटे थे तो स्कूलों और कॉलेजों की क्या स्थिति थी और अब वे कैसे हैं?
	ED-05	Education	[Narration]				Can you tell us something about the formal/indigenous education system of your state/community?			क्या आप हमें अपने राज्य या समुदाय की औपचारिक या स्वदेशी शिक्षा प्रणाली के बारे में कुछ बता सकते हैं?
	ED-06	Education	[Narration]				How is your formal/indigenous education system valuable to the present society?			आपकी औपचारिक या स्वदेशी शिक्षा प्रणाली वर्तमान समाज के लिए किस प्रकार से मूल्यवान है?
	ED-07	Education	[Narration]				How do we evaluate your formal/indigenous education system?			हम आपकी औपचारिक या स्वदेशी शिक्षा प्रणाली का मूल्यांकन कैसे करते हैं?
	ED-08	Education	[Narration]				How should we improve our education system?			हमें अपनी शिक्षा प्रणाली में सुधार कैसे करना चाहिए?
	ED-09	Education	[Narration]				How do you passed indigenous education system to the next generation?			आपने अगली पीढ़ी को स्वदेशी शिक्षा प्रणाली कैसे दी?
	ED-10	Education	[Narration]				How do you inspired by educated / achievers of your community?			आप अपने समुदाय के शिक्षित या विजेताओं से कैसे प्रेरित होते हैं?
	ED-11	Education	[Narration]				How does education system promote peace and harmony in your community?			शिक्षा प्रणाली आपके समुदाय में शांति और सद्भाव को कैसे बढ़ावा देती है?
	ED-12	Education	[Narration]				Tell us in detail which subjects do you think are going to be useful for your future?			हमें विस्तार से बताएं कि आपके विचार से कौन से विषय आपके भविष्य के लिए उपयोगी होने वाले हैं?
	ED-13	Education	[Narration]				How far does the education system play in removing poverty?			गरीबी दूर करने में शिक्षा व्यवस्था की कितनी भूमिका है?
	ED-14	Education	[Narration]				What do you like and what do you dislike about homework assignments?			होमवर्क असाइनमेंटस के बारे में आपको क्या पसंद है और क्या नहीं पसंद है?
	ED-15	Education	[Narration]				What can you do to learn more effectively?			अधिक प्रभावी ढंग से सीखने के लिए आप क्या कर सकते हैं?
	ED-16	Education	[Narration]				What is the role of education in promoting unity in your community?			आपके समुदाय में एकता को बढ़ावा देने में शिक्षा की क्या भूमिका है?
	ED-17	Education	[Narration]				Tell us something about the outcomes of educational system based on innovative or creativity?			अभिनव या रचनात्मकता पर आधारित शिक्षा प्रणाली के परिणामों के बारे में कुछ बताएं?
	ED-18	Education	[Narration]				What motivates more: good or bad marks? Why?			क्या अधिक प्रेरित करता है: अच्छे या बुरे अंक? क्यों?
	ED-19	Education	[Narration]				Do we consider that education focused only on indigenous and why?			क्या हम मानते हैं कि शिक्षा केवल स्वदेशी पर केंद्रित है और क्यों?
	ED-20	Education	[Narration]				What is the sole purpose of education?			शिक्षा का एकमात्र उद्देश्य क्या है?
	ED-21	Education	[Narration]				Why is sex education considered to be taboo in rural areas?			ग्रामीण क्षेत्रों में यौन शिक्षा को वर्जित क्यों माना जाता है?
	ED-22	Education	[Narration]				What motivates young people to learn and develop their skills?			युवाओं को अपने कौशल को सीखने और विकसित करने के लिए क्या प्रेरित करता है?
	ED-23	Education	[Narration]				What role does your family play in education?			आपका परिवार शिक्षा में क्या भूमिका निभाता है?
	ED-24	Education	[Narration]				How one world views influence the type and quality of a persons education?			एक विश्व दृष्टिकोण किसी व्यक्ति की शिक्षा के प्रकार और गुणवत्ता को कैसे प्रभावित करता है?
	ED-25	Education	[Narration]				Why the first board exam considered to be one of the most important exam?			पहली बोर्ड परीक्षा को सबसे महत्वपूर्ण परीक्षाओं में से एक क्यों माना जाता है?
	ED-26	Education	[Narration]				Which activities in the classroom do you enjoy the most?			कक्षा में आपको कौन सी गतिविधियाँ सबसे अधिक पसंद हैं?
	ED-27	Education	[Narration]				What are the some education achievements you are proud of?			ऐसी कौन सी शिक्षा उपलब्धियां हैं जिन पर आपको गर्व है?
	ED-28	Education	[Narration]				How has education impacted your quality of life?			शिक्षा ने आपके जीवन की गुणवत्ता को कैसे प्रभावित किया है?
	ED-29	Education	[Narration]				In what way has education improved your way of thinking and decision making?			शिक्षा ने किस प्रकार आपके सोचने और निर्णय लेने के तरीके में सुधार किया है?
	ED-30	Education	[Narration]				How does education play a role in income generation?			आय सृजन में शिक्षा किस तरह भूमिका निभाती है?
	ED-31	Education	[Narration]				What are the impact of smartphone and internet in educational system?			शिक्षा प्रणाली में स्मार्टफोन और इंटरनेट का क्या प्रभाव है?
	ED-32	Education	[Narration]				Tell us something about how people learn to read and write in school?			स्कूल में लोग पढ़ना और लिखना कैसे सीखते हैं, इसके बारे में कुछ बताएं?
	ED-33	Education	[Narration]				Which subject do you find most challenging in school?			स्कूल में आपको कौन सा विषय सबसे चुनौतीपूर्ण लगता है?
	ED-34	Education	[Narration]				What things children should learn from school?			बच्चों को स्कूल से कौन सी चीजें सीखनी चाहिए?
	ED-35	Education	[Narration]				Where are the best schools and colleges located in your region? Why are they considered good? What made them better than others? 			आपके क्षेत्र में सबसे अच्छे स्कूल और कॉलेज कहाँ स्थित हैं? उन्हें अच्छा क्यों माना जाता है? किस बात ने उन्हें दूसरों से बेहतर बनाया?
	ED-36	Education	[Narration]				What are the provisions for sports and physical activities in the school of your areas?			आपके क्षेत्र के स्कूल में खेलकूद और शारीरिक गतिविधियों के लिए क्या प्रावधान हैं?
	ED-37	Education	[Narration]				What role do you think government should play in education?			आपको क्या लगता है कि सरकार को शिक्षा में क्या भूमिका निभानी चाहिए?
	ED-38	Education	[Narration]				What are the problems faced by children when they go to Mother tongue medium school?			मातृभाषा माध्यम स्कूल में जाने पर बच्चों को किन समस्याओं का सामना करना पड़ता है?
	ED-39	Education	[Narration]				What are the life skills that students should learn from schools and colleges? 			छात्रों को स्कूलों और कॉलेजों से कौन से जीवन कौशल सीखने चाहिए?
	ED-40	Education	[Narration]				What are the problems faced by children when they go to English medium school?			अंग्रेजी माध्यम के स्कूल जाने पर बच्चों को किन समस्याओं का सामना करना पड़ता है?
	ED-41	Education	[Narration]				How do we ensure those without privilege have equal access to quality education and opportunities?			हम यह कैसे सुनिश्चित करते हैं कि बिना विशेषाधिकार वाले लोगों की गुणवत्तापूर्ण शिक्षा और अवसरों तक समान पहुंच हो?
	ED-42	Education	[Narration]				how do you think school based education and life skill learnings are related to each other?			आपको क्या लगता है कि स्कूल आधारित शिक्षा और जीवन कौशल सीखने का एक दूसरे से क्या संबंध है?
	ED-43	Education	[Narration]				how does school education help to develop social skills?			स्कूली शिक्षा सामाजिक कौशल विकसित करने में कैसे मदद करती है?
	ED-44	Education	[Narration]				how does school education help in shaping the life of a child?			स्कूली शिक्षा बच्चे के जीवन को आकार देने में कैसे मदद करती है?
	ED-45	Education	[Narration]				What qualities do you expect an educated individual should have?			आप एक शिक्षित व्यक्ति में किन गुणों की अपेक्षा करते हैं?
	ED-46	Education	[Narration]				Give merits and demerits of government school and private school? 			सरकारी स्कूल और निजी स्कूल के गुण और दोष बताएं?
	ED-47	Education	[Narration]				why should we include local language (MIL) as a part of cirriculum till doctoral?			हमें डॉक्टरेट तक पाठ्यक्रम के एक भाग के रूप में स्थानीय भाषा (MIL) को क्यों शामिल करना चाहिए?
	ED-48	Education	[Narration]				how does including local language (MIL) in the curriculum helps in preserving the culture and identity?			पाठ्यचर्या में स्थानीय भाषा (MIL) को शामिल करने से संस्कृति और पहचान को बनाए रखने में कैसे मदद मिलती है?
	ED-51	Education	[Narration]				what is the best way to preserve our local languages and culture?			हमारी स्थानीय भाषा और संस्कृति को संरक्षित करने का सबसे अच्छा तरीका क्या है?
	ED-52	Education	[Narration]				how did education help in busting covid myths during the pandamic?			महामारी के दौरान कोविड मिथकों को खत्म करने में शिक्षा ने कैसे मदद की?
	ED-54	Education	[Narration]				What is your idea on the New educational Policy?			नई शिक्षा नीति पर आपका क्या विचार है?
	ED-56	Education	[Narration]				Tell us something about the impact of Covid-19 on education in your community?			अपने समुदाय में शिक्षा पर कोविड -19 के प्रभाव के बारे में कुछ बताएं?
	ED-61	Education	[Narration]				What are the advantages of a multilingual classroom? 			बहुभाषी कक्षा के क्या लाभ हैं?
	ED-62	Education	[Narration]				Tell us some special features about your school?			अपने स्कूल के बारे में कुछ खास बातें बताएं?
	ED-63	Education	[Narration]				What changes have happened in your school in the last few years?			पिछले कुछ वर्षों में आपके विद्यालय में क्या परिवर्तन हुए हैं?
	ED-64	Education	[Narration]				Describe a parent teacher meeting.			अभिभावक शिक्षक की बैठक के बारे में बताएं।
	ED-65	Education	[Narration]				How does the school serve or contribute to the community?			विद्यालय समुदाय की सेवा या योगदान कैसे करता है?
	ED-66	Education	[Narration]				how are teachers encouraged to reflect on their classroom practice and how does it affect children positively and negatively?			शिक्षकों को उनके कक्षा अभ्यास पर चिंतन करने के लिए कैसे प्रोत्साहित किया जाता है और यह बच्चों को सकारात्मक और नकारात्मक कैसे प्रभावित करता है?
	ED-67	Education	[Narration]				Tell us something about the changes you saw in your school or colleges as you grew up?			बड़े होने पर आपने अपने स्कूल या कॉलेजों में जो बदलाव देखे, उनके बारे में कुछ बताएं?
	ED-69	Education	[Narration]				How are teachers recognized and appreciated for their contributions? 			शिक्षकों को उनके योगदान के लिए कैसे पहचाना और सराहा जाता है?
	ED-70	Education	[Narration]				Tell us something about your colleague/staff in schools and colleges?			स्कूल और कॉलेज में अपने सहयोगी/स्टाफ के बारे में कुछ बताएं?
	ED-71	Education	[Narration]				Tell us something about the education system of your state/community?			अपने राज्य/समुदाय की शिक्षा प्रणाली के बारे में कुछ बताएं?
	ED-72	Education	[Narration]				what are the differences between local language schools and english medium schools?			स्थानीय भाषा के स्कूलों और अंग्रेजी माध्यम के स्कूलों में क्या अंतर हैं?
	ED-73	Education	[Narration]				What are the official work assigned to teachers other than teaching?			शिक्षकों को शिक्षण के अलावा अन्य कौन से आधिकारिक काम सौंपे जाते हैं?
	ED-74	Education	[Narration]				Tell us something about the advantages and disadvantages of exams?			परीक्षा के फायदे और नुकसान के बारे में कुछ बताएं?
	ED-76	Education	[Narration]				What are the advantages and disadvantages of western based education system and indigenous cultural value system?			पश्चिमी आधारित शिक्षा प्रणाली और स्वदेशी सांस्कृतिक मूल्य प्रणाली के फायदे और नुकसान क्या हैं?
	ED-77	Education	[Narration]				what kind of improvement does your state needs for the education of the differently abled persons?			आपके राज्य को निःशक्तजनों की शिक्षा के लिए किस प्रकार के सुधार की आवश्यकता है?
	ED-78	Education	[Narration]				what role should a teacher play in a student's life?			एक शिक्षक को एक छात्र के जीवन में क्या भूमिका निभानी चाहिए?
	ED-80	Education	[Narration]				How should teachers talk to children in school? 			शिक्षकों को स्कूल में बच्चों से कैसे बात करनी चाहिए?
	ED-81	Education	[Narration]				How should children be reprimanded for their mistakes in the school?			बच्चों को स्कूल में उनकी गलतियों के लिए कैसे फटकार लगाई जानी चाहिए?
	ED-82	Education	[Narration]				What are your view on coaching centres and private tutions?			कोचिंग सेंटर और निजी ट्यूशन पर आपका क्या विचार है?
	ED-83	Education	[Narration]				What are the impact of smartphone and internet in educational domain?			शैक्षिक क्षेत्र में स्मार्टफोन और इंटरनेट का क्या प्रभाव है?
	ED-84	Education	[Narration]				What makes a ‘good day’ at school?			स्कूल में क्या 'अच्छा दिन' बनाता है?
	ED-85	Education	[Narration]				How do you celebrate 15th August in your school?			आप अपने विद्यालय में 15 अगस्त कैसे मनाते हैं?
	ED-86	Education	[Narration]				What do you like about teaching as a job?			नौकरी के रूप में पढ़ाने के बारे में आपको क्या पसंद है?
	ED-87	Education	[Narration]				How does technology make teaching simple or difficult?			तकनीकी शिक्षण को सरल या कठिन कैसे बनाती है?
	ED-88	Education	[Narration]				What are your opinions on mid day meal?			मिड डे मील पर आपकी क्या राय है?
	ED-90	Education	[Narration]				What differences do you see in students before break and after the break?			ब्रेक से पहले और ब्रेक के बाद आप छात्रों में क्या अंतर देखते हैं?
	ED-92	Education	[Narration]				Tell us something about how people learn?			लोग कैसे सीखते हैं इसके बारे में कुछ बताएं?
	ED-94	Education	[Narration]				What are the qualities that people look for in teachers?			लोग शिक्षकों में कौन से गुण देखते हैं?
	ED-95	Education	[Narration]				What should people learn after they have become adults?			वयस्क होने के बाद लोगों को क्या सीखना चाहिए?
	ED-97	Education	[Narration]				What do you feel a good learning environment would be?			आपको क्या लगता है कि सीखने का एक अच्छा माहौल क्या होगा?
	ED-100	Education	[Narration]				What according to you is a brilliant student?			आपके अनुसार मेधावी छात्र क्या है?
	ED-102	Education	[Narration]				What are the merits and demerits of offline and online classes?			ऑफलाइन और ऑनलाइन कक्षाओं के गुण और दोष क्या हैं?
	ED-104	Education	[Narration]				Why should we rely on educational information available on internet?			हमें इंटरनेट पर उपलब्ध शैक्षिक जानकारी पर क्यों भरोसा करना चाहिए?
	ED-106	Education	[Narration]				According to you what is the purpose of teaching maths to students?			आपके अनुसार विद्यार्थियों को गणित पढ़ाने का उद्देश्य क्या है?
	ED-107	Education	[Narration]				According to you what is the purpose of teaching English to students?			आपके अनुसार छात्रों को अंग्रेजी पढ़ाने का उद्देश्य क्या है?
	ED-108	Education	[Narration]				According to you what is the purpose of teaching social science to students?			आपके अनुसार छात्रों को सामाजिक विज्ञान पढ़ाने का उद्देश्य क्या है?
	ED-109	Education	[Narration]				According to you what is the purpose of teaching science to students?			आपके अनुसार विद्यार्थियों को विज्ञान पढ़ाने का उद्देश्य क्या है?
	ED-110	Education	[Narration]				In addition to teaching, what other kinds of activities do you do in school?			आप स्कूल में पढ़ाने के अलावा और किस तरह की गतिविधियाँ करते हैं?
	ED-111	Education	[Narration]				How is training different from learning?			प्रशिक्षण किस प्रकार सीखने से भिन्न है?
	ED-114	Education	[Narration]				Tell us something about the criteria and process of admitting new students in school and college.			स्कूल और कॉलेज में नए छात्रों के प्रवेश के मानदंड और प्रक्रिया के बारे में कुछ बताएं।
	ED-117	Education	[Narration]				What are three things that you can change about your class if you could?			यदि आप कर सकते हैं तो आप अपनी कक्षा के बारे में कौन सी तीन चीजें बदल सकते हैं?
	ED-118	Education	[Narration]				How teachers should help the students who are weak in studies?			जो छात्र पढ़ाई में कमजोर हैं, उनकी मदद शिक्षकों को कैसे करनी चाहिए?
	ED-119	Education	[Narration]				How important is face to face communication for you while Teaching and learning?			पढ़ाने और सीखने के दौरान आपके लिए आमने सामने का संवाद कितना महत्वपूर्ण है?
	ED-120	Education	[Narration]				How difficult was teaching during pandemic?			महामारी के दौरान पढ़ाना कितना मुश्किल था?
	ED-121	Education	[Narration]				How was your experience of teaching/learning through internet as compared to teaching at school?			स्कूल में पढ़ाने की तुलना में इंटरनेट के माध्यम से पढ़ाने/सीखने का आपका अनुभव कैसा रहा?
	ED-125	Education	[Narration]				What do you like most and least about class discussions and/or small group work?			कक्षा में चर्चा और/या छोटे समूह में काम के बारे में आपको सबसे अधिक और कम से कम क्या पसंद है?
	ED-128	Education	[Narration]				What kinds of tools and equipments are used in your school for teaching? What are the usage of these tools and equipments?			आपके विद्यालय में शिक्षण के लिए किस प्रकार के उपकरणों का प्रयोग किया जाता है? इन उपकरणों का क्या प्रयोग है?
	ED-131	Education	[Narration]				Tell us something about the role of Teachers, Principals, headmaster and other staff member in school?			स्कूल में शिक्षक, प्रधानाध्यापक, हेडमास्टर और अन्य स्टाफ सदस्य की भूमिका के बारे में कुछ बताएं?
	ED-137	Education	[Narration]				Tell us something about your friends in schools and colleges?			स्कूल और कॉलेज में अपने दोस्तों के बारे में कुछ बताएं?
	ED-138	Education	[Narration]				What role does your family play in your educations?			आपका परिवार आपकी शिक्षा में क्या भूमिका निभाता है?
	ED-142	Education	[Narration]				What has education taught you in your life as you grew up?			बड़े होने पर शिक्षा ने आपको अपने जीवन में क्या सिखाया है?
	ED-144	Education	[Narration]				In what way language plays an important role in education? (in the sense teaching in local dialect or english)			शिक्षा में भाषा किस प्रकार महत्वपूर्ण भूमिका निभाती है? (स्थानीय बोली या अंग्रेजी में अध्यापन के अर्थ में)
	ED-146	Education	[Narration]				Why did you choose the subject/degree you took as a student?			आपने एक छात्र के रूप में जो विषय/डिग्री ली थी, उसे आपने क्यों चुना?
	ED-148	Education	[Narration]				What do you want to learn about in school/college?			आप स्कूल/कॉलेज में क्या सीखना चाहते हैं?
	ED-152	Education	[Narration]				What are the pros and cons of using internet? How far has it effected in your studies/productivity?			इंटरनेट का प्रयोग करने के फायदे और नुकसान क्या हैं? आपके अध्ययन/उत्पादकता पर इसका कितना प्रभाव पड़ा है?
	ED-160	Education	[Narration]				Why are you being educated?			आपको शिक्षित क्यों किया जा रहा है?
	ED-162	Education	[Narration]				How does your religion affect your education life?			आपका धर्म आपके शिक्षा जीवन को कैसे प्रभावित करता है?
	ED-163	Education	[Narration]				How many languages can you speak? Tell us how do you learn each language?			आप कितनी भाषाएं बोल सकते हैं? हमें बताएं कि आप प्रत्येक भाषा कैसे सीखते हैं?
	ED-164	Education	[Narration]				How does the family’s financial situation affect the education of a student?			परिवार की आर्थिक स्थिति विद्यार्थी की शिक्षा को किस प्रकार प्रभावित करती है?
	ED-167	Education	[Narration]				Which activities in class/school do you enjoy the most?			कक्षा/विद्यालय में आपको कौन सी गतिविधियों में सबसे अधिक आनंद आता है?
	ED-168	Education	[Narration]				What kind of sports do you play in school? Do you think that the school provides you with adequate sports facilities?			आप स्कूल में किस तरह के खेल खेलते हैं? क्या आपको लगता है कि स्कूल आपको पर्याप्त खेल सुविधाएं प्रदान करता है?
	ED-169	Education	[Narration]				How do you go to school? Tell us about your daily morning routine till you reach school			आप स्कूल कैसे जाते हैं? स्कूल पहुंचने तक अपनी दैनिक सुबह की दिनचर्या के बारे में बताएं
	ED-172	Education	[Narration]				What are your plans for your future?			आपके भविष्य के लिए आपकी क्या योजनाएं हैं?
	HLT_1	Healthcare	[Narration]				What do you think about benefits of the traditional medicine?			पारंपरिक चिकित्सा के लाभों के बारे में आप क्या सोचते हैं?
	HLT_2	Healthcare	[Narration]				Why do you use traditional medicines ?			आप पारंपरिक दवाओं का उपयोग क्यों करते हैं?
	HLT_3	Healthcare	[Narration]				Which traditional medicine or herbs do you use for indigestion? what is the process of making such medicine and how do take it?			अपच के लिए आप किस पारंपरिक औषधि या जड़ी-बूटी का उपयोग करते हैं? ऐसी दवा बनाने की प्रक्रिया क्या है और इसे कैसे लेते हैं?
	HLT_4	Healthcare	[Narration]				Tell us a situation from your own experience of using traditonal medicine? 			पारंपरिक चिकित्सा के उपयोग के अपने स्वयं के अनुभव से हमें एक स्थिति बताएं?
	HLT_5	Healthcare	[Narration]				What are the other traditional medicines (that you know which are) used in different purposes? What are the processes of making those medicines and their purposes?			अन्य पारंपरिक दवाएं (जो आप जानते हैं कि कौन सी हैं) विभिन्न प्रयोजनों में उपयोग की जाती हैं? उन दवाओं और उनके उद्देश्यों को बनाने की प्रक्रिया क्या है?
	HLT_6	Healthcare	[Narration]				How do you know when you have fever? How do you treat fever using traditional medicine?			आपको कैसे पता चलेगा कि आपको बुखार है? आप पारंपरिक चिकित्सा का उपयोग करके बुखार का इलाज कैसे करते हैं?
	HLT_7	Healthcare	[Narration]				How do you feel when you get cold and cough? How do you treat it using traditional medicine?			सर्दी-खांसी होने पर आपको कैसा महसूस होता है? पारंपरिक चिकित्सा का उपयोग करके आप इसका इलाज कैसे करते हैं?
	HLT_8	Healthcare	[Narration]				How do you cure wounds ? Do you prefer any traditional medicines to cure minor wounds ? if you use how do you prepapre those medicines ?			आप घावों को कैसे ठीक करते हैं? क्या आप मामूली घावों को ठीक करने के लिए कोई पारंपरिक दवा पसंद करते हैं? यदि आप उपयोग करते हैं तो आप उन दवाओं को कैसे तैयार करते हैं?
	HLT_9	Healthcare	[Narration]				How do you care for your health to be healthy?			स्वस्थ रहने के लिए आप अपने स्वास्थ्य की देखभाल कैसे करते हैं?
	HLT_11	Healthcare	[Narration]				What traditional products do you use for hair care?			बालों की देखभाल के लिए आप किन पारंपरिक उत्पादों का उपयोग करती हैं?
	HLT_12	Healthcare	[Narration]				What are the natural products that you use for hair related problems(hair fall/dandruff/lice infection/grayng of hair)?			बालों से संबंधित समस्याओं (बालों का झड़ना / रूसी / जूँ का संक्रमण / बालों का सफेद होना) के लिए आप किन प्राकृतिक उत्पादों का उपयोग करते हैं?
	HLT_13	Healthcare	[Narration]				What traditional remedies do you use to relieve body pain?			शरीर के दर्द को दूर करने के लिए आप किन पारंपरिक उपचारों का उपयोग करते हैं?
	HLT_14	Healthcare	[Narration]				What traditional remedies do you use to relieve muscle pain?			मांसपेशियों के दर्द को दूर करने के लिए आप किन पारंपरिक उपायों का उपयोग करते हैं?
	HLT_15	Healthcare	[Narration]				What traditional remedies do you use to relieve tooth ache?			दांत दर्द से राहत पाने के लिए आप किन पारंपरिक उपायों का इस्तेमाल करते हैं?
	HLT_16	Healthcare	[Narration]				What traditional remedies do you use to relieve head ache?			सिर दर्द से राहत पाने के लिए आप किन पारंपरिक उपायों का इस्तेमाल करते हैं?
	HLT_17	Healthcare	[Narration]				What traditional remedies do you use to relieve mensural pain/cramp?			मासिक धर्म के दर्द/ऐंठन से राहत पाने के लिए आप किन पारंपरिक उपायों का उपयोग करती हैं?
	HLT_18	Healthcare	[Narration]				What traditional remedies do you use to protect from Covid 19?			कोविड 19 से बचाव के लिए आप किन पारंपरिक उपायों का उपयोग करते हैं?
	HLT_19	Healthcare	[Narration]				What traditional products do you use for teeth care?			दांतों की देखभाल के लिए आप किन पारंपरिक उत्पादों का उपयोग करते हैं?
	HLT_20	Healthcare	[Narration]				What are the natural products that you use for teeth related problems (teeth decay,  misalignment, gum disease, bad breath, sensitivity, root infection, enamel erosion, etc)?			दांतों से संबंधित समस्याओं (दांतों की सड़न, गलत संरेखण, मसूड़ों की बीमारी, सांसों की बदबू, संवेदनशीलता, जड़ संक्रमण, इनेमल क्षरण, आदि) के लिए आप किन प्राकृतिक उत्पादों का उपयोग करते हैं?
	HLT_21	Healthcare	[Narration]				Do you have traditional healthcare practitioners in your community? What ailments do they provide for treatment?			क्या आपके समुदाय में पारंपरिक स्वास्थ्य चिकित्सक हैं? वे उपचार के लिए कौन सी बीमारियाँ प्रदान करते हैं?
	HLT_22	Healthcare	[Narration]				Why is smoking and drinking unhealthy?			धूम्रपान और शराब पीना अस्वास्थ्यकर क्यों है?
	HLT_23	Healthcare	[Narration]				In today's world of electronic gadgets, what effect are they having on health?			आज कल इलेक्ट्रॉनिक गैजेट्स की दुनिया में इनका स्वास्थ्य पर क्या असर पड़ रहा है।
	HLT_24	Healthcare	[Narration]				How much water should we drink in a day and what are its benefits for our health?			हमें एक दिन में कितना पानी पीना चाहिए और इससे हमारी सेहत को क्या फायदे होते हैं?
